Päivä;Aika;TK5A.01 TE/QE20.01 HUONELÄMPÖTILA;TK5A.01 TE/QE20.02 HUONELÄMPÖTILA;TK5A.01 TE/QE20.03 HUONELÄMPÖTILA;TK5A.01 TE/QE20.04 HUONELÄMPÖTILA;TK5A.01 TE/QE20.05 HUONELÄMPÖTILA;TK5A.01 TE/QE20.06 HUONELÄMPÖTILA;TK5A.02 TE/QE20.01 HUONELÄMPÖTILA;TK5A.02 TE/QE20.02 HUONELÄMPÖTILA;TK5A.02 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.01 HUONELÄMPÖTILA;TK5A.03 TE/QE20.02 HUONELÄMPÖTILA;TK5A.03 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.04 HUONELÄMPÖTILA;TK5A.03 TE/QE20.05 HUONELÄMPÖTILA;TK5A.03 TE/QE20.06 HUONELÄMPÖTILA;TK5A.03 TE/QE20.07 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.01 FTI70 ILMAMÄÄRÄ TF01;TK5A.01 FTI71 ILMAMÄÄRÄ PF01;TK5A.01 PE10 TULOILMA;TK5A.01 PE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE10 TULOILMA;TK5A.01 TE31 JÄTEILMA;TK5A.02 PE10 TULOILMA;TK5A.02 PE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE10 TULOILMA;TK5A.03 PE10 TULOILMA;TK5A.03 PE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE10 TULOILMA;TK5A.03 TE31 JÄTEILMA;TK5A.04 PE10 TULOILMA;TK5A.04 PE30 POISTOILMA;TK5A.04 TE/QE30 POISTOILMA;TK5A.04 TE10 TULOILMA;TK5A.01 PDE20 PAINE-ERO VAIPAN YLI;TK5A.02 PDE20 PAINE-ERO VAIPAN YLI;TK5A.03 PDE20 PAINE-ERO VAIPAN YLI;TK5A.04 PDE20 PAINE-ERO VAIPAN YLI;TK5A.01 TE/QE20.01 CO2-PITOISUUS;TK5A.01 TE/QE20.02 CO2-PITOISUUS;TK5A.01 TE/QE20.03 CO2-PITOISUUS;TK5A.01 TE/QE20.04 CO2-PITOISUUS;TK5A.01 TE/QE20.05 CO2-PITOISUUS;TK5A.01 TE/QE20.06 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE20.01 CO2-PITOISUUS;TK5A.02 TE/QE20.02 CO2-PITOISUUS;TK5A.02 TE/QE20.03 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE20.01 CO2-PITOISUUS;TK5A.03 TE/QE20.02 CO2-PITOISUUS;TK5A.03 TE/QE20.03 CO2-PITOISUUS;TK5A.03 TE/QE20.04 CO2-PITOISUUS;TK5A.03 TE/QE20.05 CO2-PITOISUUS;TK5A.03 TE/QE20.06 CO2-PITOISUUS;TK5A.03 TE/QE20.07 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;
14.10.2022;10:35:00;20,986355;21,243698;21,234169;25,875443;22,132381;19,707052;20,857403;21,16819;20,958939;21,486494;21,00852;22,047846;21,855268;20,699522;22,311918;21,574234;8,883064;2,4234579;2,257141;153,83304;199,95006;20,857578;20,857578;18,933147;10,633142;118,46279;101,23637;21,461885;21,461885;18,509424;63,300343;75,44004;21,278912;21,278912;18,75816;10,771069;34,22907;56,00766;21,692122;18,758451;-2,8747845;6,060524;0,0712204;5,054655;387,2533;391,38583;483,02222;695,81573;719,0178;419,68268;718,99445;396,7245;396,7245;525,95026;539,47986;690,36847;690,36847;388,06024;388,06024;360,3539;534,55945;362,4234;364,69757;402,31442;586,7926;449,4506;586,1798;426,28574;426,28574;453,1879;453,1879;
14.10.2022;10:40:00;21,121796;21,294178;21,207354;25,875916;22,131834;19,68579;20,886604;21,279758;20,893156;21,423342;21,148575;22,11098;21,955864;20,727356;22,462942;21,600937;8,89854;2,3373766;2,1994872;142,87384;187,90157;20,945213;20,945213;18,95475;10,650263;113,55142;90,77165;21,493603;21,493603;18,521585;64,2647;78,46654;21,341454;21,341454;18,81804;10,7744665;35,325474;56,00835;21,699032;18,804;-3,87286;5,0722237;1,06143;3,0629272;392,64316;393,56503;482,248;697,85474;678,5482;416,11642;697,85474;400,36148;400,36148;521,05853;551,48914;650,36;650,36;386,14267;386,14267;358,862;566,56146;362,42642;365,95767;408,49237;628,50854;440,34744;628,50854;423,49057;423,49057;452,21848;452,21848;
14.10.2022;10:45:00;21,158794;21,305489;21,269218;25,880993;22,11433;19,72844;20,87985;21,391392;20,882221;21,403172;21,301582;22,148445;21,967693;20,721226;22,618559;21,628809;8,910392;2,356509;2,1762192;144,91216;184,66595;20,92062;20,92062;18,923044;10,602146;108,77458;89,15312;21,53269;21,53269;18,55319;67,28219;84,37363;21,340958;21,340958;18,815613;10,783315;34,22831;57,11045;21,69312;18,830143;-2,8739738;6,060631;2,0635014;4,0652485;394,83957;405,75842;476,86935;708,929;681,5642;415,9878;708,4694;404,99844;404,99844;524,4128;564,286;636,53107;636,53107;390,63147;390,63147;359,3083;605,6664;362,40524;366,95413;402,4795;645,4654;443,6208;645,4654;421,07687;421,07687;449,97745;449,97745;
14.10.2022;10:50:00;21,238667;21,331865;21,258549;25,930153;22,04667;19,684906;20,874111;21,370556;20,821428;21,395699;21,336176;22,175798;21,907894;20,720844;22,723143;21,625568;8,920009;2,3414578;2,1817067;144,91019;185,8464;20,914455;20,914455;18,904558;10,639661;106,52795;84,24691;21,505512;21,505512;18,573526;73,33672;87,3957;21,392033;21,392033;18,78886;10,784123;35,32376;57,105576;21,658125;18,838255;-1,8837948;5,0724716;2,0643597;3,062912;387,87924;480,39655;475,10544;704,7287;661,91815;411,955;704,2506;406,51837;406,51837;526,98865;578,8451;627,88007;627,88007;390,0122;390,0122;359,18265;646,9122;362,42563;366,043;402,8383;668,1083;445,83093;668,1083;421,93097;421,93097;444,80792;444,80792;
