Päivä;Aika;TK5A.01 TE/QE20.01 HUONELÄMPÖTILA;TK5A.01 TE/QE20.02 HUONELÄMPÖTILA;TK5A.01 TE/QE20.03 HUONELÄMPÖTILA;TK5A.01 TE/QE20.04 HUONELÄMPÖTILA;TK5A.01 TE/QE20.05 HUONELÄMPÖTILA;TK5A.01 TE/QE20.06 HUONELÄMPÖTILA;TK5A.02 TE/QE20.01 HUONELÄMPÖTILA;TK5A.02 TE/QE20.02 HUONELÄMPÖTILA;TK5A.02 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.01 HUONELÄMPÖTILA;TK5A.03 TE/QE20.02 HUONELÄMPÖTILA;TK5A.03 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.04 HUONELÄMPÖTILA;TK5A.03 TE/QE20.05 HUONELÄMPÖTILA;TK5A.03 TE/QE20.06 HUONELÄMPÖTILA;TK5A.03 TE/QE20.07 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.01 FTI70 ILMAMÄÄRÄ TF01;TK5A.01 FTI71 ILMAMÄÄRÄ PF01;TK5A.01 PE10 TULOILMA;TK5A.01 PE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE10 TULOILMA;TK5A.01 TE31 JÄTEILMA;TK5A.02 PE10 TULOILMA;TK5A.02 PE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE10 TULOILMA;TK5A.03 PE10 TULOILMA;TK5A.03 PE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE10 TULOILMA;TK5A.03 TE31 JÄTEILMA;TK5A.04 PE10 TULOILMA;TK5A.04 PE30 POISTOILMA;TK5A.04 TE/QE30 POISTOILMA;TK5A.04 TE10 TULOILMA;TK5A.01 PDE20 PAINE-ERO VAIPAN YLI;TK5A.02 PDE20 PAINE-ERO VAIPAN YLI;TK5A.03 PDE20 PAINE-ERO VAIPAN YLI;TK5A.04 PDE20 PAINE-ERO VAIPAN YLI;TK5A.01 TE/QE20.01 CO2-PITOISUUS;TK5A.01 TE/QE20.02 CO2-PITOISUUS;TK5A.01 TE/QE20.03 CO2-PITOISUUS;TK5A.01 TE/QE20.04 CO2-PITOISUUS;TK5A.01 TE/QE20.05 CO2-PITOISUUS;TK5A.01 TE/QE20.06 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE20.01 CO2-PITOISUUS;TK5A.02 TE/QE20.02 CO2-PITOISUUS;TK5A.02 TE/QE20.03 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE20.01 CO2-PITOISUUS;TK5A.03 TE/QE20.02 CO2-PITOISUUS;TK5A.03 TE/QE20.03 CO2-PITOISUUS;TK5A.03 TE/QE20.04 CO2-PITOISUUS;TK5A.03 TE/QE20.05 CO2-PITOISUUS;TK5A.03 TE/QE20.06 CO2-PITOISUUS;TK5A.03 TE/QE20.07 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;
14.10.2022;7:10:00;20,540215;21,181553;20,992174;25,880913;21,239794;20,088556;21,005508;20,615482;20,691557;21,40423;20,356846;21,53471;21,692629;20,8069;21,96339;21,801914;8,665652;1,7223198;1,6255709;79,83982;108,93663;20,542141;20,542141;18,812561;10,505133;70,41227;45,194656;21,308178;21,308178;18,504488;36,167477;42,533638;21,12772;21,12772;18,490118;10,8571615;34,230453;56,01159;21,453478;18,810331;-0,8795624;6,0614586;0,07201767;5,054188;363,286;384,32986;470,73553;500,33392;431,41785;427,30203;500,33392;398,37738;398,37738;522,9491;406,96353;489,18103;522,9491;388,60275;388,60275;359,05173;458,44244;362,39075;366,68564;403,78174;478,32996;438,2948;477,75153;427,30795;427,30795;433,8472;433,8472;
14.10.2022;7:15:00;20,596495;21,159822;20,93446;25,87642;21,20618;20,089264;21,000233;20,660381;20,705723;21,379974;20,384733;21,539585;21,666052;20,781715;21,961052;21,822628;8,615223;1,7195174;1,6310648;79,83735;107,970764;20,580885;20,580885;18,82075;10,506813;70,474495;47,246666;21,323753;21,323753;18,501581;36,17143;43,49154;21,099365;21,099365;18,498852;10,8113575;35,32145;56,010365;21,467878;18,808966;0,12680054;4,0700073;0,07021141;2,059267;363,0466;384,58994;474,90982;496,77295;427,36984;430,4471;496,77295;404,42242;404,42242;521,7855;408,03195;487,92557;521,7855;383,1453;383,1453;358,73016;458,6919;362,4197;367,03076;403,79376;478,73654;439,93167;478,73654;427,28168;427,28168;440,54974;440,54974;
14.10.2022;7:20:00;20,683443;21,22855;20,928875;25,87434;21,239777;20,092346;21,076155;20,658333;20,751265;21,37946;20,35904;21,53927;21,63277;20,827488;21,934822;21,81239;8,605911;1,7223238;1,6442167;78,74287;107,98066;20,553844;20,553844;18,816967;10,465455;72,49231;47,310635;21,287916;21,287916;18,50206;37,270237;42,534786;21,127855;21,127855;18,485651;10,805689;35,325275;57,1064;21,464077;18,80615;0,1276989;4,069973;0,06977272;2,059061;363,18103;385,09442;473,70056;496,80148;430,73877;426,88507;496,80148;405,04617;405,04617;526,98334;415,31378;492,31015;526,98334;382,0451;382,0451;359,18976;452,06174;362,4362;365,65982;406,00262;474,70786;436,3936;475,22034;424,71286;424,71286;442,85593;442,85593;
