Päivä;Aika;TK5A.01 TE/QE20.01 HUONELÄMPÖTILA;TK5A.01 TE/QE20.02 HUONELÄMPÖTILA;TK5A.01 TE/QE20.03 HUONELÄMPÖTILA;TK5A.01 TE/QE20.04 HUONELÄMPÖTILA;TK5A.01 TE/QE20.05 HUONELÄMPÖTILA;TK5A.01 TE/QE20.06 HUONELÄMPÖTILA;TK5A.02 TE/QE20.01 HUONELÄMPÖTILA;TK5A.02 TE/QE20.02 HUONELÄMPÖTILA;TK5A.02 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.01 HUONELÄMPÖTILA;TK5A.03 TE/QE20.02 HUONELÄMPÖTILA;TK5A.03 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.04 HUONELÄMPÖTILA;TK5A.03 TE/QE20.05 HUONELÄMPÖTILA;TK5A.03 TE/QE20.06 HUONELÄMPÖTILA;TK5A.03 TE/QE20.07 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.01 FTI70 ILMAMÄÄRÄ TF01;TK5A.01 FTI71 ILMAMÄÄRÄ PF01;TK5A.01 PE10 TULOILMA;TK5A.01 PE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE10 TULOILMA;TK5A.01 TE31 JÄTEILMA;TK5A.02 PE10 TULOILMA;TK5A.02 PE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE10 TULOILMA;TK5A.03 PE10 TULOILMA;TK5A.03 PE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE10 TULOILMA;TK5A.03 TE31 JÄTEILMA;TK5A.04 PE10 TULOILMA;TK5A.04 PE30 POISTOILMA;TK5A.04 TE/QE30 POISTOILMA;TK5A.04 TE10 TULOILMA;TK5A.01 PDE20 PAINE-ERO VAIPAN YLI;TK5A.02 PDE20 PAINE-ERO VAIPAN YLI;TK5A.03 PDE20 PAINE-ERO VAIPAN YLI;TK5A.04 PDE20 PAINE-ERO VAIPAN YLI;TK5A.01 TE/QE20.01 CO2-PITOISUUS;TK5A.01 TE/QE20.02 CO2-PITOISUUS;TK5A.01 TE/QE20.03 CO2-PITOISUUS;TK5A.01 TE/QE20.04 CO2-PITOISUUS;TK5A.01 TE/QE20.05 CO2-PITOISUUS;TK5A.01 TE/QE20.06 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE20.01 CO2-PITOISUUS;TK5A.02 TE/QE20.02 CO2-PITOISUUS;TK5A.02 TE/QE20.03 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE20.01 CO2-PITOISUUS;TK5A.03 TE/QE20.02 CO2-PITOISUUS;TK5A.03 TE/QE20.03 CO2-PITOISUUS;TK5A.03 TE/QE20.04 CO2-PITOISUUS;TK5A.03 TE/QE20.05 CO2-PITOISUUS;TK5A.03 TE/QE20.06 CO2-PITOISUUS;TK5A.03 TE/QE20.07 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;
14.10.2022;9:05:00;20,904448;21,556835;21,20178;25,930351;21,79448;20,061325;20,967289;20,733244;20,854755;21,797333;20,559578;21,76217;21,742622;20,827486;21,987804;21,772793;8,677145;1,8631262;1,7462776;90,83986;126,36074;20,84449;20,84449;18,89118;10,38783;100,32643;79,139366;21,348696;21,348696;18,624119;35,20572;43,491604;21,228104;21,228104;18,62087;10,803264;34,229694;58,0717;21,603424;18,803202;5,1195297;6,0614986;1,0610123;4,064884;437,10345;459,11493;556,423;553,28876;467,95383;424,4329;556,423;411,59048;411,59048;526,7024;422,74255;635,93854;635,93854;386,9784;386,9784;477,2383;490,1786;362,3898;367,0613;409,59253;484,95282;443,3019;490,42474;426,83188;426,83188;442,87463;442,87463;
14.10.2022;9:10:00;20,98618;21,583141;21,290646;25,88099;21,780514;20,049286;20,960657;20,768982;20,789698;21,78708;20,804768;21,803053;21,715275;20,838501;22,163963;21,799229;8,69454;1,9124663;1,7996165;97,84326;130,01663;20,916159;20,916159;18,910416;10,38888;98,42142;77,20614;21,348665;21,348665;18,61109;36,16771;44,454323;21,253317;21,253317;18,655125;10,8407135;33,26643;58,07368;21,579287;18,79462;5,1207466;4,0702896;1,0608692;3,0623589;363,03882;461,25394;546,17786;571,6667;479,19516;428,3415;571,47217;415,2564;415,2564;525,11804;455,04913;603,8198;603,8198;384,3781;384,3781;431,21484;500,2467;362,3844;364,26987;406,6357;508,1079;442,79736;508,1079;424,7354;424,7354;444,40503;444,40503;
14.10.2022;9:15:00;21,05467;21,532373;21,44122;25,873384;21,818752;20,020569;20,959347;20,860672;20,82967;21,833899;21,057852;21,851522;21,765305;20,807278;22,276304;21,798553;8,709372;1,9423163;1,811955;97,83943;133,97835;20,958637;20,958637;18,891043;10,388534;99,497375;77,61278;21,35063;21,35063;18,594316;51,24305;65,48489;21,340725;21,340725;18,630995;10,687076;33,262733;58,075798;21,577156;18,749615;6,1111546;7,0627136;2,0650063;5,0546036;370,34552;470,53436;529,96204;567,3607;494,10907;426,26266;567,3607;420,12076;420,12076;524,96826;580,76794;622,0661;622,0661;383,32568;383,32568;397,0682;657,21893;362,59436;364,29346;398,2738;540,04785;449,37128;654,4844;422,12738;422,12738;441,35217;441,35217;
14.10.2022;9:20:00;21,094254;21,56334;21,570633;25,879902;21,895638;20,026703;20,935965;20,947075;20,872105;21,748106;21,070549;21,94481;21,765615;20,837145;22,358624;21,798885;8,721409;1,9902375;1,8202435;102,78212;134,94257;21,017122;21,017122;18,871754;10,323933;103,474686;80,23232;21,388845;21,388845;18,572212;60,302734;79,42988;21,383831;21,383831;18,511757;10,563145;34,231308;57,10891;21,59416;18,680336;5,120201;6,061123;3,0690918;3,0625153;376,23895;471,34943;546,81635;582,2825;505,26157;423,9207;582,2825;421,95352;421,95352;522,53357;591,20215;646,1072;646,1072;381,89554;381,89554;369,23615;657,3043;362,62097;364,29318;397,92923;589,76794;448,84363;657,40826;425,5414;425,5414;443,96857;443,96857;
