Päivä;Aika;TK5A.01 TE/QE20.01 HUONELÄMPÖTILA;TK5A.01 TE/QE20.02 HUONELÄMPÖTILA;TK5A.01 TE/QE20.03 HUONELÄMPÖTILA;TK5A.01 TE/QE20.04 HUONELÄMPÖTILA;TK5A.01 TE/QE20.05 HUONELÄMPÖTILA;TK5A.01 TE/QE20.06 HUONELÄMPÖTILA;TK5A.02 TE/QE20.01 HUONELÄMPÖTILA;TK5A.02 TE/QE20.02 HUONELÄMPÖTILA;TK5A.02 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.01 HUONELÄMPÖTILA;TK5A.03 TE/QE20.02 HUONELÄMPÖTILA;TK5A.03 TE/QE20.03 HUONELÄMPÖTILA;TK5A.03 TE/QE20.04 HUONELÄMPÖTILA;TK5A.03 TE/QE20.05 HUONELÄMPÖTILA;TK5A.03 TE/QE20.06 HUONELÄMPÖTILA;TK5A.03 TE/QE20.07 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.01 FTI70 ILMAMÄÄRÄ TF01;TK5A.01 FTI71 ILMAMÄÄRÄ PF01;TK5A.01 PE10 TULOILMA;TK5A.01 PE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE/QE30 POISTOILMA;TK5A.01 TE10 TULOILMA;TK5A.01 TE31 JÄTEILMA;TK5A.02 PE10 TULOILMA;TK5A.02 PE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE/QE30 POISTOILMA;TK5A.02 TE10 TULOILMA;TK5A.03 PE10 TULOILMA;TK5A.03 PE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE/QE30 POISTOILMA;TK5A.03 TE10 TULOILMA;TK5A.03 TE31 JÄTEILMA;TK5A.04 PE10 TULOILMA;TK5A.04 PE30 POISTOILMA;TK5A.04 TE/QE30 POISTOILMA;TK5A.04 TE10 TULOILMA;TK5A.01 PDE20 PAINE-ERO VAIPAN YLI;TK5A.02 PDE20 PAINE-ERO VAIPAN YLI;TK5A.03 PDE20 PAINE-ERO VAIPAN YLI;TK5A.04 PDE20 PAINE-ERO VAIPAN YLI;TK5A.01 TE/QE20.01 CO2-PITOISUUS;TK5A.01 TE/QE20.02 CO2-PITOISUUS;TK5A.01 TE/QE20.03 CO2-PITOISUUS;TK5A.01 TE/QE20.04 CO2-PITOISUUS;TK5A.01 TE/QE20.05 CO2-PITOISUUS;TK5A.01 TE/QE20.06 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.01 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE20.01 CO2-PITOISUUS;TK5A.02 TE/QE20.02 CO2-PITOISUUS;TK5A.02 TE/QE20.03 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.02 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE20.01 CO2-PITOISUUS;TK5A.03 TE/QE20.02 CO2-PITOISUUS;TK5A.03 TE/QE20.03 CO2-PITOISUUS;TK5A.03 TE/QE20.04 CO2-PITOISUUS;TK5A.03 TE/QE20.05 CO2-PITOISUUS;TK5A.03 TE/QE20.06 CO2-PITOISUUS;TK5A.03 TE/QE20.07 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.03 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;TK5A.04 TE/QE30 CO2-PITOISUUS;
14.10.2022;7:30:00;20,705778;21,130589;20,929117;25,879076;21,208782;20,084288;21,039177;20,64507;20,751423;21,371922;20,385115;21,53821;21,626501;20,809761;21,931076;21,773914;8,609653;1,7250731;1,628373;79,84424;107,98211;20,563734;20,563734;18,802418;10,407389;69,85971;49,172024;21,2862;21,2862;18,479422;35,206177;43,496815;21,13916;21,13916;18,485638;10,762733;34,232796;56,00931;21,45486;18,792027;0,12744522;4,0699005;0,070791245;2,0593987;365,44293;380,75687;473,67096;500,30728;421,64713;421,3088;498,80115;401,78577;401,78577;529,9475;411,82352;483,989;529,9475;382,4147;382,4147;358,84198;464,08105;362,36862;364,45688;405,34134;473,73563;430,39774;473,49762;428,3666;428,3666;438,29523;438,29523;
14.10.2022;7:35:00;20,626505;21,148697;20,907951;25,885336;21,447123;20,083908;20,999815;20,61239;20,70655;21,373024;20,391998;21,538555;21,620579;20,876476;21,934378;21,773724;8,605286;1,7222493;1,6228231;79,83719;107,975296;20,564497;20,564497;18,80958;10,434866;74,880585;48,208096;21,335402;21,335402;18,5115;35,203407;43,4663;21,074188;21,074188;18,494562;10,756916;35,325207;55,047966;21,472082;18,802536;-0,88007164;4,0699463;0,07028198;2,0597343;363,0645;380,25815;475,24033;497,06778;423,29703;420,967;497,06778;405,69772;405,69772;528,23944;411,6589;486,6601;528,23944;380,45508;380,45508;358,6542;458,70386;362,39163;364,2788;406,3851;475,84753;429,25262;475,84753;427,3261;427,3261;437,82205;437,82205;
14.10.2022;7:40:00;20,619839;21,202255;20,902632;25,929125;21,536219;20,076214;21,031065;20,6176;20,703873;21,372417;20,364079;21,545942;21,63089;20,833218;21,921637;21,776726;8,607101;1,7196295;1,6228597;77,79197;107,9749;20,579214;20,579214;18,810272;10,418156;70,92858;48,208855;21,286886;21,286886;18,507244;35,202618;43,50637;21,124256;21,124256;18,49239;10,752877;35,326267;57,1098;21,466806;18,807562;0,1270256;6,060648;0,07077026;4,0644474;363,06702;389,36185;477,9703;497,48987;418,34375;418,942;495,46475;400,95493;400,95493;525,13965;409,84158;494,34576;525,13965;381,87683;381,87683;358,9017;461,38644;362,52823;364,3407;402,46988;477,9058;430,21222;477,9058;429,81738;429,81738;439,89697;439,89697;
