Päivä;Aika;KK01 TE20 HUONELÄMPÖTILA;KK03 TE20 HUONELÄMPÖTILA;TK5A.05 TE/QE20.01 HUONELÄMPÖTILA;TK5A.05 TE/QE20.02 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.05 PE10 TULOILMA;TK5A.05 PE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE10 TULOILMA;TK5A.06 PE10 TULOILMA;TK5A.06 PE30 POISTOILMA;TK5A.06 TE10 TULOILMA;TK5A.06 TE30 POISTOILMA;TK5A.05 PDE20 PAINE-ERO VAIPAN YLI;TK5A.06 PDE20 PAINE-ERO VAIPAN YLI;TK5A.05 TE/QE20.01 CO2-PITOISUUS;TK5A.05 TE/QE20.02 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;
14.10.2022;2:25:00;22,331167;22,156261;21,887882;20,674915;8,60561;41,95657;85,65081;20,781506;20,781506;18,902735;34,992954;63,20129;20,32266;20,098774;1,0743694;6,129116;363,1987;475,80124;475,80124;434,4402;434,4402;
14.10.2022;2:30:00;22,335802;22,145617;21,883657;20,645369;8,60808;41,95723;82,7755;20,749886;20,749886;18,91215;33,89519;59,1014;20,05961;20,087461;0,071876526;5,139591;363,00522;474,00165;474,00165;425,01727;425,01727;
14.10.2022;2:35:00;22,339071;22,14673;21,912872;20,683647;8,608268;41,960625;83,73229;20,818445;20,818445;18,915058;31,015173;58,135456;19,763077;20,076717;1,0741348;5,139124;363,08203;474,71854;474,71854;426,17816;426,17816;
14.10.2022;2:40:00;22,342558;22,158161;21,89457;20,664455;8,608446;41,96214;83,73232;20,756763;20,756763;18,910353;29,92622;56,216164;19,573702;20,080427;1,0740662;5,1392193;363,22003;473,21268;473,21268;427,19403;427,19403;
