Päivä;Aika;KK01 TE20 HUONELÄMPÖTILA;KK03 TE20 HUONELÄMPÖTILA;TK5A.05 TE/QE20.01 HUONELÄMPÖTILA;TK5A.05 TE/QE20.02 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.05 PE10 TULOILMA;TK5A.05 PE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE10 TULOILMA;TK5A.06 PE10 TULOILMA;TK5A.06 PE30 POISTOILMA;TK5A.06 TE10 TULOILMA;TK5A.06 TE30 POISTOILMA;TK5A.05 PDE20 PAINE-ERO VAIPAN YLI;TK5A.06 PDE20 PAINE-ERO VAIPAN YLI;TK5A.05 TE/QE20.01 CO2-PITOISUUS;TK5A.05 TE/QE20.02 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;
14.10.2022;7:20:00;22,36935;22,129908;21,853655;20,730753;8,609398;42,918636;82,77952;20,781954;20,781954;19,170761;104,0315;198,08408;19,28946;20,15657;0,070848465;5,139036;363,23926;475,69504;475,4692;429,95206;429,95206;
14.10.2022;7:25:00;22,36875;22,130625;21,832521;20,744589;8,608875;42,91946;84,69476;20,81889;20,81889;19,182333;104,74397;196,87654;19,41361;20,149427;0,07188988;3,135788;363,7977;479,2432;479,2432;429,03152;429,03152;
14.10.2022;7:30:00;22,377365;22,133451;21,85955;20,804184;8,609653;41,96128;84,695816;20,819357;20,819357;19,182755;106,14056;202,97308;19,354664;20,144289;0,07182121;4,1389427;363,06583;474,78076;474,78076;433,73965;433,73965;
