Päivä;Aika;KK01 TE20 HUONELÄMPÖTILA;KK03 TE20 HUONELÄMPÖTILA;TK5A.05 TE/QE20.01 HUONELÄMPÖTILA;TK5A.05 TE/QE20.02 HUONELÄMPÖTILA;ULKOLÄMPÖTILA;TK5A.05 PE10 TULOILMA;TK5A.05 PE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE/QE30 POISTOILMA;TK5A.05 TE10 TULOILMA;TK5A.06 PE10 TULOILMA;TK5A.06 PE30 POISTOILMA;TK5A.06 TE10 TULOILMA;TK5A.06 TE30 POISTOILMA;TK5A.05 PDE20 PAINE-ERO VAIPAN YLI;TK5A.06 PDE20 PAINE-ERO VAIPAN YLI;TK5A.05 TE/QE20.01 CO2-PITOISUUS;TK5A.05 TE/QE20.02 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;TK5A.05 TE/QE30 CO2-PITOISUUS;
14.10.2022;6:25:00;22,43831;22,139942;21,845493;20,612423;8,661804;40,86037;85,65643;20,760761;20,760761;18,899414;29,918797;55,10854;19,709532;20,104952;0,07142067;5,1482353;363,02036;470,69693;470,69693;424,36508;424,36508;
14.10.2022;6:30:00;22,438128;22,137096;21,837805;20,615309;8,666648;40,85507;84,69782;20,76456;20,76456;18,911453;28,959957;56,213985;19,853882;20,106928;1,0747032;4,1390896;363,23413;474,7868;474,7868;429,18896;429,18896;
14.10.2022;6:35:00;22,436325;22,134567;21,86171;20,590645;8,671441;41,96079;83,73203;20,727379;20,727379;18,914198;28,958603;55,11075;19,799437;20,106571;0,072013855;4,1388702;363,24796;475,70386;475,70386;424,86325;424,86325;
14.10.2022;6:40:00;22,435734;22,125132;21,83751;20,63346;8,605404;41,957657;83,73117;20,706186;20,706186;18,912949;28,960682;56,21607;19,725437;20,0987;0,07217789;5,142004;363,25772;474,83197;474,83197;427,13785;427,13785;
